network,beta,run,peak
ER,0.0022,174,0.002
ER,0.0022,175,0.0031
ER,0.0022,176,0.0017
ER,0.0022,177,0.0037
ER,0.0022,178,0.0046
ER,0.0022,179,0.004
ER,0.0022,180,0.0043
ER,0.0022,181,0.0014
ER,0.0022,182,0.0045
ER,0.0022,183,0.0038
ER,0.0022,184,0.002
ER,0.0022,185,0.0028
ER,0.0022,186,0.0012
ER,0.0022,187,0.0011
ER,0.0022,188,0.0036
ER,0.0022,189,0.0043
ER,0.0022,190,0.0017
ER,0.0022,191,0.0047
ER,0.0022,192,0.0076
ER,0.0022,193,0.0031
ER,0.0022,194,0.0048
ER,0.0022,195,0.0021
ER,0.0022,196,0.0024
ER,0.0022,197,0.0013
ER,0.0022,198,0.0028
ER,0.0022,199,0.0022
BA,0.0022,0,0.0754
BA,0.0022,1,0.0591
BA,0.0022,2,0.0121
BA,0.0022,3,0.0216
BA,0.0022,4,0.0231
BA,0.0022,5,0.0816
BA,0.0022,6,0.0263
BA,0.0022,7,0.0657
BA,0.0022,8,0.0699
BA,0.0022,9,0.0846
BA,0.0022,10,0.0817
BA,0.0022,11,0.0732
BA,0.0022,12,0.0082
BA,0.0022,13,0.0964
BA,0.0022,14,0.005
BA,0.0022,15,0.01
BA,0.0022,16,0.0773
BA,0.0022,17,0.0356
BA,0.0022,18,0.0567
BA,0.0022,19,0.0053
BA,0.0022,20,0.0021
BA,0.0022,21,0.0291
BA,0.0022,22,0.0103
BA,0.0022,23,0.0727
BA,0.0022,24,0.0897
BA,0.0022,25,0.0904
BA,0.0022,26,0.0717
BA,0.0022,27,0.0327
BA,0.0022,28,0.0012
BA,0.0022,29,0.0553
BA,0.0022,30,0.0187
BA,0.0022,31,0.0553
BA,0.0022,32,0.0341
BA,0.0022,33,0.0319
BA,0.0022,34,0.0369
BA,0.0022,35,0.0028
BA,0.0022,36,0.0133
BA,0.0022,37,0.0258
BA,0.0022,38,0.066
BA,0.0022,39,0.062
BA,0.0022,40,0.0012
BA,0.0022,41,0.0268
BA,0.0022,42,0.0026
BA,0.0022,43,0.0781
BA,0.0022,44,0.073
BA,0.0022,45,0.0422
BA,0.0022,46,0.0835
BA,0.0022,47,0.0522
BA,0.0022,48,0.0514
BA,0.0022,49,0.0744
BA,0.0022,50,0.0866
BA,0.0022,51,0.065
BA,0.0022,52,0.0312
BA,0.0022,53,0.0475
BA,0.0022,54,0.0135
BA,0.0022,55,0.0437
BA,0.0022,56,0.0579
BA,0.0022,57,0.0507
BA,0.0022,58,0.07
BA,0.0022,59,0.0229
BA,0.0022,60,0.0575
BA,0.0022,61,0.0573
BA,0.0022,62,0.095
BA,0.0022,63,0.0018
BA,0.0022,64,0.0235
BA,0.0022,65,0.0029
BA,0.0022,66,0.0561
BA,0.0022,67,0.0337
BA,0.0022,68,0.0778
BA,0.0022,69,0.0295
BA,0.0022,70,0.0719
BA,0.0022,71,0.0536
BA,0.0022,72,0.0627
BA,0.0022,73,0.0705
BA,0.0022,74,0.0848
BA,0.0022,75,0.0707
BA,0.0022,76,0.0768
BA,0.0022,77,0.0957
BA,0.0022,78,0.0827
BA,0.0022,79,0.1175
BA,0.0022,80,0.09
BA,0.0022,81,0.0347
BA,0.0022,82,0.0334
BA,0.0022,83,0.0876
BA,0.0022,84,0.0537
BA,0.0022,85,0.0779
BA,0.0022,86,0.028
BA,0.0022,87,0.031
BA,0.0022,88,0.0276
BA,0.0022,89,0.0655
BA,0.0022,90,0.0881
BA,0.0022,91,0.0197
BA,0.0022,92,0.0825
BA,0.0022,93,0.0184
BA,0.0022,94,0.0644
BA,0.0022,95,0.0437
BA,0.0022,96,0.0867
BA,0.0022,97,0.0109
BA,0.0022,98,0.0792
BA,0.0022,99,0.0745
BA,0.0022,100,0.0601
BA,0.0022,101,0.0475
BA,0.0022,102,0.0669
BA,0.0022,103,0.0089
BA,0.0022,104,0.0655
BA,0.0022,105,0.0578
BA,0.0022,106,0.0066
BA,0.0022,107,0.0718
BA,0.0022,108,0.0058
BA,0.0022,109,0.0887
BA,0.0022,110,0.0384
BA,0.0022,111,0.0554
BA,0.0022,112,0.0303
BA,0.0022,113,0.0857
BA,0.0022,114,0.0484
BA,0.0022,115,0.0527
BA,0.0022,116,0.011
BA,0.0022,117,0.0279
BA,0.0022,118,0.0168
BA,0.0022,119,0.066
BA,0.0022,120,0.0598
BA,0.0022,121,0.0643
BA,0.0022,122,0.0724
BA,0.0022,123,0.0488
BA,0.0022,124,0.0412
BA,0.0022,125,0.0297
BA,0.0022,126,0.0277
BA,0.0022,127,0.0932
BA,0.0022,128,0.0696
BA,0.0022,129,0.0524
BA,0.0022,130,0.0811
BA,0.0022,131,0.073
BA,0.0022,132,0.0502
BA,0.0022,133,0.0084
BA,0.0022,134,0.0476
BA,0.0022,135,0.058
BA,0.0022,136,0.0391
BA,0.0022,137,0.0842
BA,0.0022,138,0.0032
BA,0.0022,139,0.0453
BA,0.0022,140,0.0381
BA,0.0022,141,0.0792
BA,0.0022,142,0.0448
BA,0.0022,143,0.1074
BA,0.0022,144,0.0647
BA,0.0022,145,0.0196
BA,0.0022,146,0.0108
BA,0.0022,147,0.0796
BA,0.0022,148,0.0609
BA,0.0022,149,0.0601
BA,0.0022,150,0.0178
BA,0.0022,151,0.0046
BA,0.0022,152,0.0974
BA,0.0022,153,0.001
BA,0.0022,154,0.0184
BA,0.0022,155,0.0506
BA,0.0022,156,0.0843
BA,0.0022,157,0.0111
BA,0.0022,158,0.0276
BA,0.0022,159,0.043
BA,0.0022,160,0.0484
BA,0.0022,161,0.0087
BA,0.0022,162,0.0827
BA,0.0022,163,0.0841
BA,0.0022,164,0.0494
BA,0.0022,165,0.0521
BA,0.0022,166,0.0674
BA,0.0022,167,0.0904
BA,0.0022,168,0.0536
BA,0.0022,169,0.0565
BA,0.0022,170,0.0905
BA,0.0022,171,0.0851
BA,0.0022,172,0.094
BA,0.0022,173,0.064
BA,0.0022,174,0.053
BA,0.0022,175,0.0577
BA,0.0022,176,0.0331
BA,0.0022,177,0.0718
BA,0.0022,178,0.0244
BA,0.0022,179,0.0474
BA,0.0022,180,0.0563
BA,0.0022,181,0.04
BA,0.0022,182,0.0784
BA,0.0022,183,0.0311
BA,0.0022,184,0.048
BA,0.0022,185,0.0771
BA,0.0022,186,0.0756
BA,0.0022,187,0.0681
BA,0.0022,188,0.0664
BA,0.0022,189,0.0869
BA,0.0022,190,0.0362
BA,0.0022,191,0.0517
BA,0.0022,192,0.0439
BA,0.0022,193,0.0479
BA,0.0022,194,0.0265
BA,0.0022,195,0.0738
BA,0.0022,196,0.075
BA,0.0022,197,0.0104
BA,0.0022,198,0.0214
BA,0.0022,199,0.0391
ER,0.0033,0,0.0088
ER,0.0033,1,0.0087
ER,0.0033,2,0.0197
ER,0.0033,3,0.0163
ER,0.0033,4,0.0267
ER,0.0033,5,0.0157
ER,0.0033,6,0.0239
ER,0.0033,7,0.0174
ER,0.0033,8,0.0293
ER,0.0033,9,0.0226
ER,0.0033,10,0.0158
ER,0.0033,11,0.0085
ER,0.0033,12,0.0248
ER,0.0033,13,0.0156
ER,0.0033,14,0.0074
ER,0.0033,15,0.0176
ER,0.0033,16,0.0231
ER,0.0033,17,0.0278
ER,0.0033,18,0.0135
ER,0.0033,19,0.0148
ER,0.0033,20,0.012
ER,0.0033,21,0.009
ER,0.0033,22,0.0113
ER,0.0033,23,0.0213
ER,0.0033,24,0.0191
ER,0.0033,25,0.0159
ER,0.0033,26,0.0165
ER,0.0033,27,0.0161
ER,0.0033,28,0.0174
ER,0.0033,29,0.0133
ER,0.0033,30,0.0165
ER,0.0033,31,0.0128
ER,0.0033,32,0.0103
ER,0.0033,33,0.0154
ER,0.0033,34,0.0283
ER,0.0033,35,0.0106
ER,0.0033,36,0.0081
ER,0.0033,37,0.0274
ER,0.0033,38,0.0124
ER,0.0033,39,0.0052
ER,0.0033,40,0.0128
ER,0.0033,41,0.0312
ER,0.0033,42,0.0317
ER,0.0033,43,0.02
ER,0.0033,44,0.0155
ER,0.0033,45,0.0232
ER,0.0033,46,0.032
ER,0.0033,47,0.0074
ER,0.0033,48,0.0113
ER,0.0033,49,0.0044
ER,0.0033,50,0.0155
ER,0.0033,51,0.0254
ER,0.0033,52,0.0168
ER,0.0033,53,0.0194
ER,0.0033,54,0.0277
ER,0.0033,55,0.0149
ER,0.0033,56,0.0172
ER,0.0033,57,0.0024
ER,0.0033,58,0.0189
ER,0.0033,59,0.0081
ER,0.0033,60,0.045
ER,0.0033,61,0.0179
ER,0.0033,62,0.0184
ER,0.0033,63,0.0116
ER,0.0033,64,0.011
ER,0.0033,65,0.0243
ER,0.0033,66,0.0066
ER,0.0033,67,0.0045
ER,0.0033,68,0.0057
ER,0.0033,69,0.0198
ER,0.0033,70,0.0215
ER,0.0033,71,0.0175
ER,0.0033,72,0.009
ER,0.0033,73,0.0201
ER,0.0033,74,0.0159
ER,0.0033,75,0.0111
ER,0.0033,76,0.0242
ER,0.0033,77,0.0123
ER,0.0033,78,0.0151
ER,0.0033,79,0.0083
ER,0.0033,80,0.0179
ER,0.0033,81,0.0072
ER,0.0033,82,0.0205
ER,0.0033,83,0.0161
ER,0.0033,84,0.0255
ER,0.0033,85,0.0074
ER,0.0033,86,0.0206
ER,0.0033,87,0.0335
ER,0.0033,88,0.0204
ER,0.0033,89,0.0144
ER,0.0033,90,0.0106
ER,0.0033,91,0.0158
ER,0.0033,92,0.0369
ER,0.0033,93,0.0134
ER,0.0033,94,0.0093
ER,0.0033,95,0.008
ER,0.0033,96,0.0141
ER,0.0033,97,0.0164
ER,0.0033,98,0.0216
ER,0.0033,99,0.0252
ER,0.0033,100,0.0145
ER,0.0033,101,0.008
ER,0.0033,102,0.0139
ER,0.0033,103,0.0079
ER,0.0033,104,0.0244
ER,0.0033,105,0.0102
ER,0.0033,106,0.0114
ER,0.0033,107,0.0076
ER,0.0033,108,0.0054
ER,0.0033,109,0.0308
ER,0.0033,110,0.0236
ER,0.0033,111,0.0129
ER,0.0033,112,0.0067
ER,0.0033,113,0.0114
ER,0.0033,114,0.0266
ER,0.0033,115,0.0182
ER,0.0033,116,0.0282
ER,0.0033,117,0.0159
ER,0.0033,118,0.0152
ER,0.0033,119,0.0165
ER,0.0033,120,0.0202
ER,0.0033,121,0.0015
ER,0.0033,122,0.024
ER,0.0033,123,0.0219
ER,0.0033,124,0.011
ER,0.0033,125,0.0096
ER,0.0033,126,0.0207
ER,0.0033,127,0.0214
ER,0.0033,128,0.0212
ER,0.0033,129,0.022
ER,0.0033,130,0.0125
ER,0.0033,131,0.0315
ER,0.0033,132,0.0135
ER,0.0033,133,0.0053
ER,0.0033,134,0.0137
ER,0.0033,135,0.0126
ER,0.0033,136,0.0114
ER,0.0033,137,0.0196
ER,0.0033,138,0.0156
ER,0.0033,139,0.0112
ER,0.0033,140,0.0154
ER,0.0033,141,0.0105
ER,0.0033,142,0.0146
ER,0.0033,143,0.0198
ER,0.0033,144,0.0326
ER,0.0033,145,0.0088
ER,0.0033,146,0.0112
ER,0.0033,147,0.0097
ER,0.0033,148,0.0103
ER,0.0033,149,0.0035
ER,0.0033,150,0.0204
ER,0.0033,151,0.0231
ER,0.0033,152,0.0095
ER,0.0033,153,0.015
ER,0.0033,154,0.0338
ER,0.0033,155,0.0274
ER,0.0033,156,0.0194
ER,0.0033,157,0.0102
ER,0.0033,158,0.0123
ER,0.0033,159,0.0083
ER,0.0033,160,0.0102
ER,0.0033,161,0.0114
ER,0.0033,162,0.0262
ER,0.0033,163,0.0109
ER,0.0033,164,0.0164
ER,0.0033,165,0.0115
ER,0.0033,166,0.0114
ER,0.0033,167,0.0046
ER,0.0033,168,0.0167
ER,0.0033,169,0.0207
ER,0.0033,170,0.0086
ER,0.0033,171,0.0161
ER,0.0033,172,0.0028
ER,0.0033,173,0.0092
ER,0.0033,174,0.0268
ER,0.0033,175,0.0114
ER,0.0033,176,0.0279
ER,0.0033,177,0.0047
ER,0.0033,178,0.0185
ER,0.0033,179,0.0192
ER,0.0033,180,0.0146
ER,0.0033,181,0.0076
ER,0.0033,182,0.0039
ER,0.0033,183,0.0244
ER,0.0033,184,0.0171
ER,0.0033,185,0.0169
ER,0.0033,186,0.0231
ER,0.0033,187,0.0153
ER,0.0033,188,0.0265
ER,0.0033,189,0.0131
ER,0.0033,190,0.0134
ER,0.0033,191,0.0116
ER,0.0033,192,0.0197
ER,0.0033,193,0.0177
ER,0.0033,194,0.013
ER,0.0033,195,0.0069
ER,0.0033,196,0.015
ER,0.0033,197,0.0058
ER,0.0033,198,0.0126
ER,0.0033,199,0.0076
BA,0.0033,0,0.1848
BA,0.0033,1,0.1846
BA,0.0033,2,0.1802
BA,0.0033,3,0.1932
BA,0.0033,4,0.2013
BA,0.0033,5,0.0912
BA,0.0033,6,0.1944
BA,0.0033,7,0.1707
BA,0.0033,8,0.1795
BA,0.0033,9,0.1834
BA,0.0033,10,0.1859
BA,0.0033,11,0.1949
BA,0.0033,12,0.1881
BA,0.0033,13,0.1801
BA,0.0033,14,0.1865
BA,0.0033,15,0.1898
BA,0.0033,16,0.2
BA,0.0033,17,0.1634
BA,0.0033,18,0.1764
BA,0.0033,19,0.1545
BA,0.0033,20,0.1935
BA,0.0033,21,0.1627
BA,0.0033,22,0.0715
BA,0.0033,23,0.1629
BA,0.0033,24,0.1193
BA,0.0033,25,0.1903
BA,0.0033,26,0.1913
BA,0.0033,27,0.1361
BA,0.0033,28,0.1601
BA,0.0033,29,0.1742
BA,0.0033,30,0.1607
BA,0.0033,31,0.1722
BA,0.0033,32,0.1579
BA,0.0033,33,0.1334
BA,0.0033,34,0.2015
BA,0.0033,35,0.1703
BA,0.0033,36,0.1311
BA,0.0033,37,0.184
BA,0.0033,38,0.0444
BA,0.0033,39,0.1435
BA,0.0033,40,0.1837
BA,0.0033,41,0.1832
BA,0.0033,42,0.1906
BA,0.0033,43,0.1922
BA,0.0033,44,0.1607
BA,0.0033,45,0.1522
BA,0.0033,46,0.1544
BA,0.0033,47,0.1833
BA,0.0033,48,0.1788
BA,0.0033,49,0.057
BA,0.0033,50,0.178
BA,0.0033,51,0.1795
BA,0.0033,52,0.1893
BA,0.0033,53,0.1545
BA,0.0033,54,0.1973
BA,0.0033,55,0.0098
BA,0.0033,56,0.0827
BA,0.0033,57,0.1833
BA,0.0033,58,0.1781
BA,0.0033,59,0.1454
BA,0.0033,60,0.1912
BA,0.0033,61,0.1983
BA,0.0033,62,0.1255
BA,0.0033,63,0.1892
BA,0.0033,64,0.144
BA,0.0033,65,0.1472
BA,0.0033,66,0.1595
BA,0.0033,67,0.194
BA,0.0033,68,0.1583
BA,0.0033,69,0.1747
BA,0.0033,70,0.16
BA,0.0033,71,0.1732
BA,0.0033,72,0.1872
BA,0.0033,73,0.178
BA,0.0033,74,0.1934
BA,0.0033,75,0.1594
BA,0.0033,76,0.0092
BA,0.0033,77,0.1558
BA,0.0033,78,0.1256
BA,0.0033,79,0.1974
BA,0.0033,80,0.1625
BA,0.0033,81,0.2026
BA,0.0033,82,0.21
BA,0.0033,83,0.1823
BA,0.0033,84,0.1766
BA,0.0033,85,0.1809
BA,0.0033,86,0.1954
BA,0.0033,87,0.1626
BA,0.0033,88,0.1289
BA,0.0033,89,0.0759
BA,0.0033,90,0.1684
BA,0.0033,91,0.1939
BA,0.0033,92,0.1849
BA,0.0033,93,0.1888
BA,0.0033,94,0.1793
BA,0.0033,95,0.1758
BA,0.0033,96,0.1657
BA,0.0033,97,0.2022
BA,0.0033,98,0.1762
BA,0.0033,99,0.1842
BA,0.0033,100,0.1657
BA,0.0033,101,0.1872
BA,0.0033,102,0.1766
BA,0.0033,103,0.1823
BA,0.0033,104,0.156
BA,0.0033,105,0.1667
BA,0.0033,106,0.19
BA,0.0033,107,0.2022
BA,0.0033,108,0.0656
BA,0.0033,109,0.1982
BA,0.0033,110,0.1922
BA,0.0033,111,0.1476
BA,0.0033,112,0.193
BA,0.0033,113,0.1927
BA,0.0033,114,0.1904
BA,0.0033,115,0.1693
BA,0.0033,116,0.1587
BA,0.0033,117,0.1949
BA,0.0033,118,0.183
BA,0.0033,119,0.0858
BA,0.0033,120,0.1961
BA,0.0033,121,0.191
BA,0.0033,122,0.1817
BA,0.0033,123,0.1802
BA,0.0033,124,0.1754
BA,0.0033,125,0.202
BA,0.0033,126,0.1985
BA,0.0033,127,0.1532
BA,0.0033,128,0.2021
BA,0.0033,129,0.161
BA,0.0033,130,0.1797
BA,0.0033,131,0.1994
BA,0.0033,132,0.182
BA,0.0033,133,0.1636
BA,0.0033,134,0.1763
BA,0.0033,135,0.1707
BA,0.0033,136,0.1864
BA,0.0033,137,0.174
BA,0.0033,138,0.1279
BA,0.0033,139,0.1737
BA,0.0033,140,0.1381
BA,0.0033,141,0.1587
BA,0.0033,142,0.1679
BA,0.0033,143,0.1907
BA,0.0033,144,0.1846
BA,0.0033,145,0.1768
BA,0.0033,146,0.178
BA,0.0033,147,0.1945
BA,0.0033,148,0.1531
BA,0.0033,149,0.1732
BA,0.0033,150,0.1933
BA,0.0033,151,0.1816
BA,0.0033,152,0.1681
BA,0.0033,153,0.1933
BA,0.0033,154,0.1738
BA,0.0033,155,0.113
BA,0.0033,156,0.1864
BA,0.0033,157,0.1243
BA,0.0033,158,0.1788
BA,0.0033,159,0.1778
BA,0.0033,160,0.1498
BA,0.0033,161,0.1316
BA,0.0033,162,0.1803
BA,0.0033,163,0.2063
BA,0.0033,164,0.0084
BA,0.0033,165,0.1914
BA,0.0033,166,0.1646
BA,0.0033,167,0.1855
BA,0.0033,168,0.1603
BA,0.0033,169,0.1805
BA,0.0033,170,0.1878
BA,0.0033,171,0.1754
BA,0.0033,172,0.1846
BA,0.0033,173,0.1839
BA,0.0033,174,0.1759
BA,0.0033,175,0.1885
BA,0.0033,176,0.1492
BA,0.0033,177,0.1441
BA,0.0033,178,0.1701
BA,0.0033,179,0.187
BA,0.0033,180,0.1884
BA,0.0033,181,0.1361
BA,0.0033,182,0.1891
BA,0.0033,183,0.1861
BA,0.0033,184,0.1944
BA,0.0033,185,0.1787
BA,0.0033,186,0.1754
BA,0.0033,187,0.204
BA,0.0033,188,0.1699
BA,0.0033,189,0.1474
BA,0.0033,190,0.1653
BA,0.0033,191,0.1806
BA,0.0033,192,0.0989
BA,0.0033,193,0.1928
BA,0.0033,194,0.1543
BA,0.0033,195,0.1862
BA,0.0033,196,0.03
BA,0.0033,197,0.1816
BA,0.0033,198,0.1867
BA,0.0033,199,0.1825
ER,0.005,0,0.1798
ER,0.005,1,0.1878
ER,0.005,2,0.2036
ER,0.005,3,0.1425
ER,0.005,4,0.1754
ER,0.005,5,0.1674
ER,0.005,6,0.1168
ER,0.005,7,0.1472
ER,0.005,8,0.2085
ER,0.005,9,0.1477
ER,0.005,10,0.1126
ER,0.005,11,0.1883
ER,0.005,12,0.1725
ER,0.005,13,0.1001
ER,0.005,14,0.0928
ER,0.005,15,0.109
ER,0.005,16,0.1826
ER,0.005,17,0.174
ER,0.005,18,0.1199
ER,0.005,19,0.1817
ER,0.005,20,0.0731
ER,0.005,21,0.2173
ER,0.005,22,0.1831
ER,0.005,23,0.1792
ER,0.005,24,0.1346
ER,0.005,25,0.0594
ER,0.005,26,0.1794
ER,0.005,27,0.1631
ER,0.005,28,0.2071
ER,0.005,29,0.1096
ER,0.005,30,0.1148
ER,0.005,31,0.1396
ER,0.005,32,0.1073
ER,0.005,33,0.2479
ER,0.005,34,0.1656
ER,0.005,35,0.1379
ER,0.005,36,0.2056
ER,0.005,37,0.2038
ER,0.005,38,0.1297
ER,0.005,39,0.1336
ER,0.005,40,0.1084
ER,0.005,41,0.1475
ER,0.005,42,0.1998
ER,0.005,43,0.085
ER,0.005,44,0.1351
ER,0.005,45,0.1788
ER,0.005,46,0.138
ER,0.005,47,0.1362
ER,0.005,48,0.0961
ER,0.005,49,0.2205
ER,0.005,50,0.2022
ER,0.005,51,0.1417
ER,0.005,52,0.1324
ER,0.005,53,0.1538
ER,0.005,54,0.1353
ER,0.005,55,0.1382
ER,0.005,56,0.0809
ER,0.005,57,0.1708
ER,0.005,58,0.1506
ER,0.005,59,0.2049
ER,0.005,60,0.1137
ER,0.005,61,0.1638
ER,0.005,62,0.1775
ER,0.005,63,0.1948
ER,0.005,64,0.1427
ER,0.005,65,0.0542
ER,0.005,66,0.1595
ER,0.005,67,0.1476
ER,0.005,68,0.1889
ER,0.005,69,0.2167
ER,0.005,70,0.1394
ER,0.005,71,0.2002
ER,0.005,72,0.0617
ER,0.005,73,0.2142
ER,0.005,74,0.1582
ER,0.005,75,0.2117
ER,0.005,76,0.1219
ER,0.005,77,0.2038
ER,0.005,78,0.1315
ER,0.005,79,0.1446
ER,0.005,80,0.1099
ER,0.005,81,0.1615
ER,0.005,82,0.1903
ER,0.005,83,0.0899
ER,0.005,84,0.0907
ER,0.005,85,0.1951
ER,0.005,86,0.2134
ER,0.005,87,0.1682
ER,0.005,88,0.1665
ER,0.005,89,0.1375
ER,0.005,90,0.2024
ER,0.005,91,0.081
ER,0.005,92,0.2101
ER,0.005,93,0.1967
ER,0.005,94,0.1217
ER,0.005,95,0.1519
ER,0.005,96,0.1305
ER,0.005,97,0.1349
ER,0.005,98,0.1234
ER,0.005,99,0.114
ER,0.005,100,0.1355
ER,0.005,101,0.2176
ER,0.005,102,0.1303
ER,0.005,103,0.0776
ER,0.005,104,0.1198
ER,0.005,105,0.1608
ER,0.005,106,0.1007
ER,0.005,107,0.1853
ER,0.005,108,0.1142
ER,0.005,109,0.1817
ER,0.005,110,0.1427
ER,0.005,111,0.0996
ER,0.005,112,0.052
ER,0.005,113,0.1948
ER,0.005,114,0.1933
ER,0.005,115,0.1382
ER,0.005,116,0.1815
ER,0.005,117,0.1212
ER,0.005,118,0.1597
ER,0.005,119,0.1372
ER,0.005,120,0.111
ER,0.005,121,0.1554
ER,0.005,122,0.15
ER,0.005,123,0.2091
ER,0.005,124,0.1571
ER,0.005,125,0.1896
ER,0.005,126,0.1537
ER,0.005,127,0.214
ER,0.005,128,0.156
ER,0.005,129,0.152
ER,0.005,130,0.1682
ER,0.005,131,0.1853
ER,0.005,132,0.1725
ER,0.005,133,0.2198
ER,0.005,134,0.1295
ER,0.005,135,0.1596
ER,0.005,136,0.1027
ER,0.005,137,0.1705
ER,0.005,138,0.1286
ER,0.005,139,0.1033
ER,0.005,140,0.2118
ER,0.005,141,0.1336
ER,0.005,142,0.1416
ER,0.005,143,0.051
ER,0.005,144,0.1642
ER,0.005,145,0.1391
ER,0.005,146,0.1097
ER,0.005,147,0.0851
ER,0.005,148,0.113
ER,0.005,149,0.1737
ER,0.005,150,0.1001
ER,0.005,151,0.1619
ER,0.005,152,0.1535
ER,0.005,153,0.2046
ER,0.005,154,0.1488
ER,0.005,155,0.2167
ER,0.005,156,0.1638
ER,0.005,157,0.1767
ER,0.005,158,0.1152
ER,0.005,159,0.1217
ER,0.005,160,0.036
ER,0.005,161,0.1412
ER,0.005,162,0.1228
ER,0.005,163,0.1853
ER,0.005,164,0.1678
ER,0.005,165,0.0881
ER,0.005,166,0.1964
ER,0.005,167,0.1283
ER,0.005,168,0.1934
ER,0.005,169,0.165
ER,0.005,170,0.123
ER,0.005,171,0.1594
ER,0.005,172,0.139
ER,0.005,173,0.0697
ER,0.005,174,0.1361
ER,0.005,175,0.176
ER,0.005,176,0.1186
ER,0.005,177,0.0647
ER,0.005,178,0.2171
ER,0.005,179,0.1933
ER,0.005,180,0.1572
ER,0.005,181,0.1671
ER,0.005,182,0.089
ER,0.005,183,0.1706
ER,0.005,184,0.0967
ER,0.005,185,0.1438
ER,0.005,186,0.1328
ER,0.005,187,0.1384
ER,0.005,188,0.1253
ER,0.005,189,0.2018
ER,0.005,190,0.1246
ER,0.005,191,0.0862
ER,0.005,192,0.139
ER,0.005,193,0.2002
ER,0.005,194,0.0965
ER,0.005,195,0.1909
ER,0.005,196,0.0879
ER,0.005,197,0.1115
ER,0.005,198,0.1654
ER,0.005,199,0.1246
BA,0.005,0,0.2823
BA,0.005,1,0.2886
BA,0.005,2,0.2751
BA,0.005,3,0.3023
BA,0.005,4,0.287
BA,0.005,5,0.2808
BA,0.005,6,0.284
BA,0.005,7,0.2774
BA,0.005,8,0.2947
BA,0.005,9,0.2778
BA,0.005,10,0.2816
BA,0.005,11,0.2723
BA,0.005,12,0.2787
BA,0.005,13,0.272
BA,0.005,14,0.2781
BA,0.005,15,0.2725
BA,0.005,16,0.282
BA,0.005,17,0.2743
BA,0.005,18,0.283
BA,0.005,19,0.2804
BA,0.005,20,0.2809
BA,0.005,21,0.282
BA,0.005,22,0.2783
BA,0.005,23,0.2783
BA,0.005,24,0.2764
BA,0.005,25,0.2826
BA,0.005,26,0.2782
BA,0.005,27,0.2864
BA,0.005,28,0.2961
BA,0.005,29,0.2872
BA,0.005,30,0.2861
BA,0.005,31,0.2854
BA,0.005,32,0.2754
BA,0.005,33,0.2885
BA,0.005,34,0.2782
BA,0.005,35,0.2872
BA,0.005,36,0.2657
BA,0.005,37,0.2976
BA,0.005,38,0.2713
BA,0.005,39,0.2718
BA,0.005,40,0.2731
BA,0.005,41,0.2761
BA,0.005,42,0.2666
BA,0.005,43,0.2763
BA,0.005,44,0.2861
BA,0.005,45,0.2782
BA,0.005,46,0.2753
BA,0.005,47,0.2853
BA,0.005,48,0.2699
BA,0.005,49,0.2754
BA,0.005,50,0.2866
BA,0.005,51,0.2784
BA,0.005,52,0.274
BA,0.005,53,0.2766
BA,0.005,54,0.2831
BA,0.005,55,0.2802
BA,0.005,56,0.2899
BA,0.005,57,0.2816
BA,0.005,58,0.2834
BA,0.005,59,0.2765
BA,0.005,60,0.2806
BA,0.005,61,0.2821
BA,0.005,62,0.2803
BA,0.005,63,0.2837
BA,0.005,64,0.2771
BA,0.005,65,0.2848
BA,0.005,66,0.275
BA,0.005,67,0.2866
BA,0.005,68,0.2885
BA,0.005,69,0.2847
BA,0.005,70,0.2799
BA,0.005,71,0.268
BA,0.005,72,0.2872
BA,0.005,73,0.2799
BA,0.005,74,0.2827
BA,0.005,75,0.2823
BA,0.005,76,0.2826
BA,0.005,77,0.2881
BA,0.005,78,0.2822
BA,0.005,79,0.2735
BA,0.005,80,0.2777
BA,0.005,81,0.2752
BA,0.005,82,0.2717
BA,0.005,83,0.2768
BA,0.005,84,0.2782
BA,0.005,85,0.2737
BA,0.005,86,0.2748
BA,0.005,87,0.2977
BA,0.005,88,0.2803
BA,0.005,89,0.2905
BA,0.005,90,0.2735
BA,0.005,91,0.2902
BA,0.005,92,0.2769
BA,0.005,93,0.2753
BA,0.005,94,0.2808
BA,0.005,95,0.2854
BA,0.005,96,0.277
BA,0.005,97,0.2707
BA,0.005,98,0.282
BA,0.005,99,0.277
BA,0.005,100,0.2918
BA,0.005,101,0.2876
BA,0.005,102,0.27
BA,0.005,103,0.2696
BA,0.005,104,0.2881
BA,0.005,105,0.2775
BA,0.005,106,0.2913
BA,0.005,107,0.2761
BA,0.005,108,0.279
BA,0.005,109,0.2791
BA,0.005,110,0.2828
BA,0.005,111,0.28
BA,0.005,112,0.2957
BA,0.005,113,0.2774
BA,0.005,114,0.2804
BA,0.005,115,0.2927
BA,0.005,116,0.2764
BA,0.005,117,0.2903
BA,0.005,118,0.273
BA,0.005,119,0.2766
BA,0.005,120,0.2799
BA,0.005,121,0.285
BA,0.005,122,0.2779
BA,0.005,123,0.2762
BA,0.005,124,0.2775
BA,0.005,125,0.2813
BA,0.005,126,0.2836
BA,0.005,127,0.2793
BA,0.005,128,0.2763
BA,0.005,129,0.278
BA,0.005,130,0.2863
BA,0.005,131,0.2777
BA,0.005,132,0.2988
BA,0.005,133,0.2704
BA,0.005,134,0.2955
